id,mac,rssi,timestamp
b2f5d119-b05e-4ee4-8384-a680663309b6,00:0c:e7:00:d8:53,-87,06-05-2023 15:50:40
f7e6910a-c000-4f9b-8442-52752d28fe97,00:0c:e7:02:a5:e9,-91,06-05-2023 16:07:08
6944795f-6942-4288-9149-ab4593f2b27a,00:0c:e7:08:13:bc,-73,06-05-2023 16:24:50
f3194a44-738b-4ad6-93a6-a32d9dad14c6,00:0c:e7:0b:99:69,-87,06-05-2023 15:47:53
a8b940ce-37ce-4ae8-a854-ea73d6167870,00:0c:e7:21:d8:48,-86,06-05-2023 15:21:03
5ef7e4ac-4d2a-40e2-84f7-0934915b5f18,00:0c:e7:24:f4:1f,-84,06-05-2023 11:09:58
b1f21d68-3929-446c-8b69-b424c9ed7919,00:0c:e7:28:be:01,-78,06-05-2023 15:53:12
0286639b-f74c-4f48-aaec-9fbce8259a37,00:0c:e7:2b:9e:2d,-94,06-05-2023 15:09:31
97e19f89-a846-448d-8803-5cc82beb6ba0,00:0c:e7:2f:90:2d,-81,06-05-2023 15:47:15
9902d363-0dde-4d6f-9efa-f8f72d8ef9cb,00:0c:e7:30:6e:8b,-73,06-05-2023 16:25:10
aa909333-e0ab-4d08-a757-97eb7628fe34,00:0c:e7:33:85:dd,-79,06-05-2023 16:25:36
f1d3a082-d14a-4a7b-a066-05bd396c919f,00:0c:e7:34:5f:19,-92,06-05-2023 12:23:37
c6edb77e-4351-489c-a813-6880d94f88ca,00:0c:e7:46:c2:d9,-92,06-05-2023 11:37:36
1d29fe04-a096-4f53-aef9-8ac7c007a6fc,00:0c:e7:77:d3:cf,-92,06-05-2023 12:18:50
11343a59-adaf-47ca-ab78-275260d5d360,00:0c:e7:9b:5e:d1,-75,06-05-2023 11:25:25
71b4f164-d33d-4f7f-a733-5d25073b4697,00:0c:e7:a5:d3:d1,-87,06-05-2023 16:07:25
fba2b3bd-7b7f-417a-bb82-c7a9b90cc6ae,00:0c:e7:a8:0a:c8,-83,06-05-2023 15:46:55
73b30a9b-8b47-4c3b-8ad8-a8f7857e17b7,00:0c:e7:b4:1c:1c,-93,06-05-2023 13:42:32
1841b2f1-c429-4450-8f4c-5c214016eedd,00:0c:e7:b5:45:7b,-87,06-05-2023 16:20:16
c86ed833-0bb8-4a05-875d-da4533ccf0bb,00:0c:e7:b9:23:35,-82,06-05-2023 15:52:15
a74f8017-be5f-4095-92e7-67e55e165a80,00:0c:e7:cd:1c:da,-91,06-05-2023 09:38:29
