id,mac,rssi,timestamp
aa8f301c-b7c2-46a3-bf6f-703749c3f162,00:08:22:08:0b:fc,-92,04-05-2023 20:03:34
a33f3cd0-1613-4f83-8824-1cd88233911b,00:08:22:08:0b:fc,-84,04-05-2023 20:10:53
19efe103-bab0-46b9-b918-92cf9fb5048e,00:08:22:08:ac:fb,-89,04-05-2023 09:04:14
ab79e717-5a5f-43b6-90da-9dda7b534c27,00:08:22:5e:02:4f,-90,04-05-2023 20:38:35
aad44251-b679-4733-a7c3-530e9b434f3e,00:08:22:5e:02:4f,-85,04-05-2023 20:39:04
fa65ab97-4186-4203-acda-4109d2e8b350,00:08:22:8e:e9:fb,-86,04-05-2023 17:15:47
61803741-d1b5-4e62-aeb1-5844ae0af53c,00:08:22:fc:ad:fb,-90,04-05-2023 09:41:19
cbeea518-f121-413d-9784-49438069adc5,00:0c:e7:00:2f:c2,-76,04-05-2023 08:30:08
6729a0b9-6c34-4add-88f0-d9e718a62926,00:0c:e7:00:2f:c2,-74,04-05-2023 08:30:08
9c7ff237-ef1a-429f-b2e7-b86f67625508,00:0c:e7:00:2f:c2,-74,04-05-2023 08:30:09
0719b893-29ca-4c10-bebd-61c8ac07424b,00:0c:e7:04:06:15,-95,04-05-2023 10:17:22
fe808da4-0429-4690-b1f8-3cc5ebff6bc5,00:0c:e7:09:67:4d,-89,04-05-2023 09:34:29
f453e313-7c93-4f0b-9dbc-0bc04c04afbd,00:0c:e7:09:79:4f,-88,04-05-2023 21:55:40
571dc69f-d438-4602-90e7-3d55f48e94c8,00:0c:e7:0e:b6:e4,-85,04-05-2023 10:24:43
c299d796-c096-47d1-bcd4-dd9068ab1f24,00:0c:e7:12:96:dc,-94,04-05-2023 18:36:53
3b78b4b1-bd02-4b89-a87d-322522eccb1c,00:0c:e7:12:d6:9d,-85,04-05-2023 18:35:33
2108b5d9-5ea1-40f5-ad56-4561be16b40c,00:0c:e7:1c:6a:1e,-76,04-05-2023 21:33:08
d661bf4a-37cb-4e7c-a097-1cfb3dc1a061,00:0c:e7:23:11:eb,-86,04-05-2023 15:48:24
978c1120-9d67-4b21-b43a-fad68a16683d,00:0c:e7:26:23:f0,-84,04-05-2023 10:09:04
d6faa903-7975-4823-a7d5-67139ac2475d,00:0c:e7:26:23:f0,-86,04-05-2023 10:09:04
